MANUFACTURE_YEAR;TAIL_NUM;NUMBER_OF_SEATS
1944;N54514;0.0
1945;N1651M;0.0
1953;N100CE;0.0
1953;N141FL;0.0
1953;N151FL;0.0
1953;N381FL;0.0
1954;N6174C;0.0
1954;N400UA;0.0
1955;N747CE;2.0
1955;N9148F;0.0
1955;N131FL;0.0
1955;N351FL;0.0
1955;N391FL;0.0
1956;N171FL;0.0
1956;N181FL;0.0
1956;N191FL;0.0
1956;N361FL;0.0
1956;N371FL;0.0
1957;N551CE;0.0
1957;N555SQ;0.0
1957;N751CE;0.0
1958;N151;0.0
1958;N9056R;0.0
1958;N851CE;0.0
1958;N991FL;0.0
1966;N783TW;0.0
1967;N904CE;0.0
1967;N784TW;0.0
1967;N785TW;0.0
1967;N782TW;0.0
1967;N915CK;0.0
1967;N917CK;0.0
1967;N192US;0.0
1967;N195US;0.0
1967;N196US;0.0
1968;N916CK;0.0
1968;N811AA;0.0
1968;N208US;0.0
1969;N930CE;0.0
1969;N935CE;0.0
1969;N822AA;0.0
1969;N327US;0.0
1970;N932CE;0.0
1971;N368FE;0.0
1971;N724CK;0.0
1972;N375FE;0.0
1972;N381FE;0.0
1972;N550FE;0.0
1972;ZS-RSC;0.0
1973;N383FE;0.0
1973;N303FE;0.0
1974;N326TR;0.0
1974;N390FE;0.0
1974;ZS-RSG;0.0
1974;ZS-RSF;0.0
1974;N827AA;0.0
1975;N810TA;0.0
1975;N394FE;0.0
1975;N396FE;0.0
1975;N357FE;0.0
1975;N311FE;0.0
1975;N401LC;0.0
1975;N403LC;0.0
1975;N408LC;0.0
1976;N402LC;0.0
1976;N406LC;0.0
1976;N409LC;0.0
1976;ZS-JIV;0.0
1976;N205US;0.0
1977;N562FE;0.0
1977;N404LC;0.0
1978;N304FE;0.0
1978;N281FL;0.0
1978;ZS-OPS;0.0
1979;N10060;0.0
1979;N318FE;0.0
1980;N359FE;0.0
1980;N360FE;0.0
1980;N571FE;0.0
1980;N320FE;0.0
1980;N321FE;0.0
1980;N319FE;0.0
1980;N725CK;0.0
1980;N726CK;0.0
1981;N705AA;0.0
1981;N727US;0.0
1981;N726US;0.0
1982;N650GT;0.0
1982;N767MW;269.0
1982;N739AX;0.0
1982;N729CK;0.0
1982;N743AX;
1982;N234OU;6.0
1983;N306AL;0.0
1983;N818EC;16.0
1983;N651GT;0.0
1983;N652GT;0.0
1983;N653GT;0.0
1983;N762CX;0.0
1983;N763CX;0.0
1983;N714AX;0.0
1983;N740AX;0.0
1983;N744AX;0.0
1983;N767AX;0.0
1983;N768AX;0.0
1983;N774AX;0.0
1983;N935FD;0.0
1984;N605KW;236.0
1984;N655GT;0.0
1984;N656GT;0.0
1984;N657GT;0.0
1984;N658GT;0.0
1984;N659GT;0.0
1984;N605DL;0.0
1984;N255CM;0.0
1984;N312AA;0.0
1984;N783AX;0.0
1984;N749AX;0.0
1984;N750AX;0.0
1984;N215WE;0.0
1984;N216WE;0.0
1985;N602KW;218.0
1985;N603KW;218.0
1985;N737CS;0.0
1985;N761CX;0.0
1985;N791AX;0.0
1985;N795AX;0.0
1985;N797AX;0.0
1985;N306FE;0.0
1985;N926FD;0.0
1985;N936FD;0.0
1985;N405LC;0.0
1985;N361NC;0.0
1985;N362NC;0.0
1985;N708S;100.0
1986;N620DL;0.0
1986;N557CM;0.0
1986;N465TW;60.0
1986;N467TW;60.0
1986;N902FE;0.0
1986;N903FE;0.0
1986;N904FE;0.0
1986;N905FE;0.0
1986;N906FE;0.0
1986;N907FE;0.0
1986;N908FE;0.0
1986;N909FE;0.0
1986;N910FE;0.0
1986;N912FE;0.0
1986;N307FE;0.0
1986;N308FE;0.0
1986;N942FD;0.0
1986;N990FD;0.0
1986;N991FD;0.0
1986;N992FD;0.0
1987;N809TA;0.0
1987;N999YV;0.0
1987;N961CE;0.0
1987;N401UP;0.0
1987;N402UP;0.0
1987;N403UP;0.0
1987;N404UP;0.0
1987;N405UP;0.0
1987;N798AX;0.0
1987;N752AX;0.0
1987;N905DL;149.0
1987;N912DL;149.0
1987;N717FD;0.0
1987;N808FD;0.0
1987;N911FX;0.0
1987;N912FX;0.0
1987;N797FE;0.0
1987;N804FE;0.0
1987;N807FE;0.0
1987;N895FE;0.0
1987;N900FE;0.0
1987;N911FE;0.0
1987;N914FE;0.0
1987;N916FE;0.0
1987;CFEXH;0.0
1987;N918FE;0.0
1987;N919FE;0.0
1987;N920FE;0.0
1987;N921FE;0.0
1987;N922FE;0.0
1987;N923FE;0.0
1987;N925FE;0.0
1987;N926FE;0.0
1987;N927FE;0.0
1987;N928FE;0.0
1987;N929FE;0.0
1987;N930FE;0.0
1987;N931FE;0.0
1987;N933FE;0.0
1987;N934FE;0.0
1987;N935FE;0.0
1987;N936FE;0.0
1987;N937FE;0.0
1987;CFEXN;0.0
1987;N940FE;0.0
1987;N943FE;0.0
1987;N946FE;0.0
1987;N947FE;0.0
1987;CFEXI;0.0
1987;N952FE;0.0
1987;N953FE;0.0
1987;N954FE;0.0
1987;N955FE;0.0
1987;N956FE;0.0
1987;N937FD;0.0
1987;N941FD;0.0
1987;N943FD;0.0
1987;N331CK;0.0
1987;N360WA;0.0
1987;N804WA;155.0
1988;N604KW;236.0
1988;N881YV;0.0
1988;N1105G;0.0
1988;N568SW;0.0
1988;N406UP;0.0
1988;N407UP;0.0
1988;N408UP;0.0
1988;N409UP;0.0
1988;N410UP;0.0
1988;N411UP;0.0
1988;N412UP;0.0
1988;N413UP;0.0
1988;N414UP;0.0
1988;N415UP;0.0
1988;N1709A;269.0
1988;N359AZ;0.0
1988;N397AZ;0.0
1988;N360AA;218.0
1988;N362CM;0.0
1988;N317CM;0.0
1988;N913DL;149.0
1988;N916DL;149.0
1988;N917DL;149.0
1988;N722FD;0.0
1988;N820FE;0.0
1988;N828FE;0.0
1988;N841FE;0.0
1988;N957FE;0.0
1988;N958FE;0.0
1988;N959FE;0.0
1988;N960FE;0.0
1988;N961FE;0.0
1988;N962FE;0.0
1988;N963FE;0.0
1988;N964FE;0.0
1988;N965FE;0.0
1988;N966FE;0.0
1988;N967FE;0.0
1988;N968FE;0.0
1988;N969FE;0.0
1988;N970FE;0.0
1988;N971FE;0.0
1988;N972FE;0.0
1988;N973FE;0.0
1988;N976FE;0.0
1988;N977FE;0.0
1988;N980FE;0.0
1988;N981FE;0.0
1988;N983FE;0.0
1988;N984FE;0.0
1988;N985FE;0.0
1988;N989FE;0.0
1988;N990FE;0.0
1988;N991FE;0.0
1988;N992FE;0.0
1988;N993FE;0.0
1988;N994FE;0.0
1988;N995FE;0.0
1988;N996FE;0.0
1988;N998FE;0.0
1988;N315FE;0.0
1988;N313FE;0.0
1988;N316FE;0.0
1988;N912FD;0.0
1988;N913FD;0.0
1988;N915FD;0.0
1988;N916FD;0.0
1988;N933FD;0.0
1988;N934FD;0.0
1988;N962FD;0.0
1988;N977FD;0.0
1988;N978FD;0.0
1988;N316CM;
1988;N319CM;
1989;N249BA;0.0
1989;N1511A;269.0
1989;N752CX;42.0
1989;N219CY;0.0
1989;N364CM;0.0
1989;N719FD;0.0
1989;N724FD;0.0
1989;N749FD;0.0
1989;N900FX;0.0
1989;N923FX;0.0
1989;N798FE;0.0
1989;N843FE;0.0
1989;N844FE;0.0
1989;N845FE;0.0
1989;N846FE;0.0
1989;N847FE;0.0
1989;N848FE;0.0
1989;N849FE;0.0
1989;N850FE;0.0
1989;N851FE;0.0
1989;N853FE;0.0
1989;N856FE;0.0
1989;N857FE;0.0
1989;N858FE;0.0
1989;N859FE;0.0
1989;N861FE;0.0
1989;N862FE;0.0
1989;N863FE;0.0
1989;N864FE;0.0
1989;N865FE;0.0
1989;N866FE;0.0
1989;N867FE;0.0
1989;N869FE;0.0
1989;N870FE;0.0
1989;N871FE;0.0
1989;N872FE;0.0
1989;N873FE;0.0
1989;N885FE;0.0
1989;N886FE;0.0
1989;N939FE;0.0
1989;N986FE;0.0
1989;N987FE;0.0
1989;N997FE;0.0
1989;N914FD;0.0
1989;N917FD;0.0
1989;N918FD;0.0
1989;N920FD;0.0
1989;N922FD;0.0
1989;N928FD;0.0
1989;N939FD;0.0
1989;N944FD;0.0
1989;N946FD;0.0
1989;N958FD;0.0
1989;N938FD;0.0
1989;N963FD;0.0
1989;N740CK;0.0
1989;N741CK;0.0
1989;N761CK;0.0
1989;N732CK;0.0
1989;N831US;0.0
1989;N502UA;170.0
1989;N803WA;153.0
1990;N688XA;150.0
1990;N706KW;280.0
1990;N416UP;0.0
1990;N417UP;0.0
1990;N418UP;0.0
1990;N419UP;0.0
1990;N420UP;0.0
1990;N465MC;524.0
1990;N780BA;0.0
1990;N429MC;0.0
1990;N640GT;269.0
1990;N313AZ;0.0
1990;N409AZ;0.0
1990;N363CM;0.0
1990;N658DL;199.0
1990;N659DL;199.0
1990;N660DL;199.0
1990;N152DL;226.0
1990;N171DN;211.0
1990;N172DN;211.0
1990;N174DN;211.0
1990;N175DN;211.0
1990;N176DN;211.0
1990;N309US;157.0
1990;N312US;157.0
1990;N958DL;149.0
1990;N960DL;149.0
1990;N963DL;149.0
1990;N964DL;149.0
1990;N965DL;149.0
1990;N966DL;149.0
1990;N967DL;149.0
1990;N968DL;149.0
1990;N969DL;149.0
1990;N970DL;149.0
1990;N726FD;0.0
1990;N728FD;0.0
1990;N740FD;0.0
1990;N723FD;0.0
1990;N750FD;0.0
1990;N901FX;0.0
1990;N903FX;0.0
1990;N750FE;0.0
1990;CFEXX;0.0
1990;N796FE;0.0
1990;N831FE;0.0
1990;N855FE;0.0
1990;N874FE;0.0
1990;N875FE;0.0
1990;N876FE;0.0
1990;N878FE;0.0
1990;N879FE;0.0
1990;N880FE;0.0
1990;N881FE;0.0
1990;N882FE;0.0
1990;N883FE;0.0
1990;N887FE;0.0
1990;N888FE;0.0
1990;N889FE;0.0
1990;N890FE;0.0
1990;N891FE;0.0
1990;N892FE;0.0
1990;N894FE;0.0
1990;N896FE;0.0
1990;N897FE;0.0
1990;N898FE;0.0
1990;N999FE;0.0
1990;N747FE;0.0
1990;N748FE;0.0
1990;N749FE;0.0
1990;N751FE;0.0
1990;N752FE;0.0
1990;N877FE;0.0
1990;N884FE;0.0
1990;N899FE;0.0
1990;N919FD;0.0
1990;N940FD;0.0
1990;N947FD;0.0
1990;N957FD;0.0
1990;N964FD;0.0
1990;N770FD;0.0
1990;N997FD;0.0
1990;N998FD;0.0
1990;N985FD;0.0
1990;N773FD;0.0
1990;N771FD;0.0
1990;N772FD;0.0
1990;N999FD;0.0
1990;N742CK;0.0
1990;N703CK;0.0
1990;N760CK;0.0
1990;N411SN;0.0
1990;N412SN;0.0
1990;N373CM;
1990;N176CA;170.0
1990;N5025;0.0
1990;N510UA;170.0
1990;N512UA;170.0
1990;N802WA;150.0
1990;N808WA;155.0
1991;N703KW;272.0
1991;N732KA;58.0
1991;N258UP;0.0
1991;N259UP;0.0
1991;N282UP;0.0
1991;N283UP;0.0
1991;N286UP;0.0
1991;N293UP;0.0
1991;N294UP;0.0
1991;N296UP;0.0
1991;N421UP;0.0
1991;N422UP;0.0
1991;N423UP;0.0
1991;N424UP;0.0
1991;N425UP;0.0
1991;N531UA;0.0
1991;N311AZ;0.0
1991;N331AZ;0.0
1991;N654A;184.0
1991;N220CY;0.0
1991;N665DN;199.0
1991;N667DN;199.0
1991;N668DN;199.0
1991;N669DN;199.0
1991;N154DL;226.0
1991;N155DL;226.0
1991;N156DL;226.0
1991;N177DN;211.0
1991;N178DN;211.0
1991;N179DN;211.0
1991;N317US;157.0
1991;N319US;157.0
1991;N320US;157.0
1991;N321US;157.0
1991;N322US;157.0
1991;N323US;157.0
1991;N324US;157.0
1991;N325US;157.0
1991;N326US;157.0
1991;N971DL;149.0
1991;N972DL;149.0
1991;N973DL;149.0
1991;N974DL;149.0
1991;N976DL;149.0
1991;N978DL;149.0
1991;N979DL;149.0
1991;N990DL;149.0
1991;N991DL;149.0
1991;N993DL;149.0
1991;N994DL;149.0
1991;N995DL;149.0
1991;N996DL;149.0
1991;N727FD;0.0
1991;N741FD;0.0
1991;N742FD;0.0
1991;N909FX;0.0
1991;N910FX;0.0
1991;N913FX;0.0
1991;N915FX;0.0
1991;N918FX;0.0
1991;N919FX;0.0
1991;EIFXB;0.0
1991;EIFXD;0.0
1991;ECKAI;0.0
1991;CFTAR;0.0
1991;N810FX;0.0
1991;EIFXG;0.0
1991;EIFXH;0.0
1991;EIFXK;0.0
1991;N820FX;0.0
1991;N821FX;0.0
1991;N761FE;0.0
1991;N762FE;0.0
1991;N763FE;0.0
1991;N764FE;0.0
1991;N765FE;0.0
1991;N767FE;0.0
1991;N768FE;0.0
1991;N770FE;0.0
1991;N771FE;0.0
1991;N772FE;0.0
1991;N773FE;0.0
1991;N774FE;0.0
1991;N775FE;0.0
1991;N778FE;0.0
1991;N779FE;0.0
1991;N780FE;0.0
1991;N781FE;0.0
1991;N782FE;0.0
1991;N783FE;0.0
1991;N784FE;0.0
1991;N785FE;0.0
1991;N786FE;0.0
1991;N787FE;0.0
1991;N788FE;0.0
1991;N789FE;0.0
1991;N790FE;0.0
1991;N792FE;0.0
1991;N794FE;0.0
1991;N795FE;0.0
1991;N574FE;0.0
1991;N631FE;0.0
1991;N601FE;0.0
1991;N603FE;0.0
1991;N582FE;0.0
1991;N586FE;0.0
1991;N602FE;0.0
1991;N592FE;0.0
1991;N910FD;0.0
1991;N921FD;0.0
1991;N930FD;0.0
1991;N948FD;0.0
1991;N949FD;0.0
1991;N959FD;0.0
1991;N961FD;0.0
1991;N786FD;0.0
1991;N780FD;0.0
1991;N775FD;0.0
1991;N776FD;0.0
1991;N777FD;0.0
1991;N778FD;0.0
1991;N779FD;0.0
1991;N583FE;0.0
1991;N590FE;0.0
1991;N708CK;0.0
1991;N435KD;0.0
1991;N405CK;0.0
1991;N407LC;0.0
1991;N396CM;
1991;N567CA;184.0
1991;N952CA;0.0
1991;N919CA;0.0
1991;N688SL;0.0
1991;N641UA;198.0
1991;N644UA;198.0
1991;N546UA;170.0
1991;N642UA;198.0
1991;N643UA;198.0
1991;N950AR;0.0
1991;N806WA;150.0
1992;N700KW;240.0
1992;N705KW;280.0
1992;N403TB;16.0
1992;N964CE;0.0
1992;N965CE;0.0
1992;N255UP;0.0
1992;N256UP;0.0
1992;N257UP;0.0
1992;N260UP;0.0
1992;N285UP;0.0
1992;N289UP;0.0
1992;N290UP;0.0
1992;N291UP;0.0
1992;N295UP;0.0
1992;N426UP;0.0
1992;N427UP;0.0
1992;N428UP;0.0
1992;N429UP;0.0
1992;N430UP;0.0
1992;N464MC;524.0
1992;N472MC;0.0
1992;N718BA;0.0
1992;N747BC;0.0
1992;N1217A;269.0
1992;N641GT;269.0
1992;N649GT;269.0
1992;N753CX;42.0
1992;N353AZ;0.0
1992;N379AZ;0.0
1992;N376AN;0.0
1992;N395CM;0.0
1992;N360CM;0.0
1992;N372CM;0.0
1992;N226CY;0.0
1992;N670DN;199.0
1992;N671DN;199.0
1992;N672DL;199.0
1992;N673DL;199.0
1992;N674DL;199.0
1992;N675DL;199.0
1992;N676DL;199.0
1992;N678DL;199.0
1992;N679DA;199.0
1992;N680DA;199.0
1992;N180DN;226.0
1992;N181DN;226.0
1992;N182DN;226.0
1992;N327NW;157.0
1992;N328NW;157.0
1992;N329NW;157.0
1992;N330NW;157.0
1992;N331NW;157.0
1992;N332NW;157.0
1992;N333NW;157.0
1992;N334NW;157.0
1992;N335NW;157.0
1992;N336NW;157.0
1992;N337NW;157.0
1992;N338NW;157.0
1992;N339NW;157.0
1992;N340NW;157.0
1992;N341NW;157.0
1992;N342NW;157.0
1992;N343NW;157.0
1992;N344NW;157.0
1992;N900DE;149.0
1992;N901DE;149.0
1992;N902DE;149.0
1992;N903DE;149.0
1992;N904DE;149.0
1992;N905DE;149.0
1992;N906DE;149.0
1992;N907DE;149.0
1992;N908DE;149.0
1992;N909DE;149.0
1992;N910DE;149.0
1992;N911DE;149.0
1992;N912DE;149.0
1992;N997DL;149.0
1992;N998DL;149.0
1992;N999DN;149.0
1992;N729FD;0.0
1992;N730FD;0.0
1992;N743FD;0.0
1992;N745FD;0.0
1992;N748FD;0.0
1992;N744FD;0.0
1992;N751FD;0.0
1992;N906FX;0.0
1992;N907FX;0.0
1992;N914FX;0.0
1992;N916FX;0.0
1992;N920FX;0.0
1992;N921FX;0.0
1992;EIFXA;0.0
1992;EIFXC;0.0
1992;EIFXE;0.0
1992;N800FX;0.0
1992;N801FX;0.0
1992;N802FX;0.0
1992;N811FX;0.0
1992;EIFXJ;0.0
1992;EIFXI;0.0
1992;N521FE;0.0
1992;N522FE;0.0
1992;N575FE;0.0
1992;N576FE;0.0
1992;N578FE;0.0
1992;N589FE;0.0
1992;N593FE;0.0
1992;N594FE;0.0
1992;N642FE;0.0
1992;N605FE;0.0
1992;N587FE;0.0
1992;N604FE;0.0
1992;N608FE;0.0
1992;N614FE;0.0
1992;N607FE;0.0
1992;N643FE;0.0
1992;N960FD;0.0
1992;N973FD;0.0
1992;N784FD;0.0
1992;N785FD;0.0
1992;N993FD;0.0
1992;N994FD;0.0
1992;N995FD;0.0
1992;N979FD;0.0
1992;N783FD;0.0
1992;N781FD;0.0
1992;N782FD;0.0
1992;N787FD;0.0
1992;N788FD;0.0
1992;N584FE;0.0
1992;N585FE;0.0
1992;N588FE;0.0
1992;N591FE;0.0
1992;N707CK;0.0
1992;N762CK;0.0
1992;N765CK;0.0
1992;N512JN;0.0
1992;N344KD;0.0
1992;N730CK;0.0
1992;N733CK;0.0
1992;N403YK;0.0
1992;N351CM;0.0
1992;N379CX;0.0
1992;N888LT;0.0
1992;N647UA;198.0
1992;N649UA;198.0
1992;N651UA;198.0
1992;N652UA;198.0
1992;N653UA;198.0
1992;N568UA;170.0
1992;N654UA;198.0
1992;N646UA;198.0
1992;N648UA;198.0
1992;N655UA;198.0
1992;N801WA;150.0
1993;N342AX;248.0
1993;N477JB;14.0
1993;N97EA;50.0
1993;N155MW;50.0
1993;N253UP;0.0
1993;N254UP;0.0
1993;N271UP;0.0
1993;N272UP;0.0
1993;N281UP;0.0
1993;N292UP;0.0
1993;N431UP;0.0
1993;N432UP;0.0
1993;N433UP;0.0
1993;N434UP;0.0
1993;N435UP;0.0
1993;N578UP;0.0
1993;N580UP;0.0
1993;N581UP;0.0
1993;N583UP;0.0
1993;N473MC;0.0
1993;N1181A;269.0
1993;N399CM;0.0
1993;N367AZ;0.0
1993;N306GT;0.0
1993;N307GT;0.0
1993;N691AA;176.0
1993;N692AA;176.0
1993;N624AG;168.0
1993;N681DA;199.0
1993;N682DA;199.0
1993;N683DA;199.0
1993;N684DA;199.0
1993;N183DN;211.0
1993;N184DN;226.0
1993;N345NW;157.0
1993;N347NW;157.0
1993;N348NW;157.0
1993;N349NW;157.0
1993;N350NA;157.0
1993;N915DE;149.0
1993;N918DE;149.0
1993;N920DE;149.0
1993;N731FD;0.0
1993;N732FD;0.0
1993;N733FD;0.0
1993;N746FD;0.0
1993;N650FE;0.0
1993;N917FX;0.0
1993;N803FX;0.0
1993;N804FX;0.0
1993;N805FX;0.0
1993;N806FX;0.0
1993;N807FX;0.0
1993;N816FX;0.0
1993;N819FX;0.0
1993;N523FE;0.0
1993;N525FE;0.0
1993;N595FE;0.0
1993;N597FE;0.0
1993;N598FE;0.0
1993;N599FE;0.0
1993;N609FE;0.0
1993;N606FE;0.0
1993;N612FE;0.0
1993;N610FE;0.0
1993;N901FD;0.0
1993;CFMEK;0.0
1993;N903FD;0.0
1993;CFMEP;0.0
1993;CFMEQ;0.0
1993;CFMOC;0.0
1993;CFMFG;0.0
1993;CFMAI;0.0
1993;CFMEU;0.0
1993;N923FD;0.0
1993;N924FD;0.0
1993;N794FD;0.0
1993;N796FD;0.0
1993;N976FD;0.0
1993;CFMHA;0.0
1993;N795FD;0.0
1993;N996FD;0.0
1993;N966FD;0.0
1993;N988FD;0.0
1993;N774FD;0.0
1993;N789FD;0.0
1993;N790FD;0.0
1993;N791FD;0.0
1993;N792FD;0.0
1993;N793FD;0.0
1993;N974FD;0.0
1993;N596FE;0.0
1993;N743CK;0.0
1993;N744CK;0.0
1993;N709CK;0.0
1993;N763CK;0.0
1993;N399CM;0.0
1993;N734CK;0.0
1993;N347CM;
1993;N401YK;0.0
1993;N401UA;142.0
1993;N402UA;142.0
1993;N403UA;142.0
1993;N404UA;142.0
1993;N405UA;142.0
1993;N662UA;198.0
1993;N663UA;198.0
1993;N587UA;170.0
1993;N588UA;170.0
1993;N656UA;198.0
1993;N657UA;198.0
1993;N658UA;198.0
1993;N659UA;198.0
1993;N660UA;198.0
1993;N661UA;198.0
1994;N407SW;50.0
1994;N270UP;0.0
1994;N273UP;0.0
1994;N274UP;0.0
1994;N279UP;0.0
1994;N287UP;0.0
1994;N288UP;0.0
1994;N436UP;0.0
1994;N437UP;0.0
1994;N438UP;0.0
1994;N439UP;0.0
1994;N440UP;0.0
1994;N441UP;0.0
1994;N442UP;0.0
1994;N443UP;0.0
1994;N444UP;0.0
1994;N445UP;0.0
1994;N446UP;0.0
1994;N447UP;0.0
1994;N579UP;0.0
1994;N1373A;269.0
1994;N1489A;269.0
1994;N1619A;269.0
1994;N1997A;269.0
1994;N751CX;42.0
1994;N337AZ;0.0
1994;N347AZ;0.0
1994;N419AZ;0.0
1994;N938UW;188.0
1994;N385AM;209.0
1994;N939UW;188.0
1994;N698AN;182.0
1994;N371CM;0.0
1994;N651FE;0.0
1994;N653FE;0.0
1994;N654FE;0.0
1994;N655FE;0.0
1994;N812FX;0.0
1994;N700FX;0.0
1994;N701FX;0.0
1994;N702FX;0.0
1994;N925FD;0.0
1994;N950FD;0.0
1994;N927FD;0.0
1994;N967FD;0.0
1994;N652FE;0.0
1994;N811FL;0.0
1994;N764CK;0.0
1994;N415JN;0.0
1994;N513SN;0.0
1994;N542KD;0.0
1994;N543JN;0.0
1994;N581JN;0.0
1994;N356KD;0.0
1994;N378CX;
1994;N757QM;0.0
1994;N58101;169.0
1994;N14102;169.0
1994;N17104;169.0
1994;N17105;169.0
1994;N14106;169.0
1994;N14107;169.0
1994;N21108;169.0
1994;N12109;169.0
1994;N13110;169.0
1994;N57111;169.0
1994;N33103;169.0
1994;N406UA;142.0
1994;N407UA;142.0
1994;N413UA;142.0
1994;N416UA;142.0
1994;N417UA;142.0
1994;N410UA;142.0
1994;N408UA;142.0
1994;N409UA;142.0
1994;N411UA;142.0
1994;N412UA;142.0
1994;N414UA;142.0
1994;N415UA;142.0
1994;N418UA;142.0
1994;N419UA;142.0
1994;N420UA;142.0
1994;N421UA;142.0
1995;N351AX;272.0
1995;N432AX;243.0
1995;N370RS;12.0
1995;N208CE;9.0
1995;N250UP;0.0
1995;N251UP;0.0
1995;N278UP;0.0
1995;N301UP;0.0
1995;N302UP;0.0
1995;N303UP;0.0
1995;N304UP;0.0
1995;N305UP;0.0
1995;N448UP;0.0
1995;N449UP;0.0
1995;N450UP;0.0
1995;N451UP;0.0
1995;N452UP;0.0
1995;N453UP;0.0
1995;N454UP;0.0
1995;N455UP;0.0
1995;N489MC;0.0
1995;N1321A;269.0
1995;N1361A;269.0
1995;N645GT;269.0
1995;N662GT;269.0
1995;N663GT;269.0
1995;N389AZ;0.0
1995;N311GT;0.0
1995;N201UU;188.0
1995;N202UW;188.0
1995;N200UU;188.0
1995;N206UW;188.0
1995;N388AA;209.0
1995;N390AA;209.0
1995;N391AA;209.0
1995;N535US;199.0
1995;N536US;199.0
1995;N685DA;199.0
1995;N686DA;199.0
1995;N185DN;211.0
1995;N186DN;226.0
1995;N394DL;226.0
1995;N908DA;158.0
1995;N909DA;158.0
1995;N910DN;158.0
1995;N911DA;158.0
1995;N901DA;158.0
1995;N904DA;158.0
1995;N905DA;158.0
1995;N906DA;158.0
1995;N907DA;158.0
1995;N937DN;158.0
1995;N946DN;158.0
1995;N725FD;0.0
1995;N721FD;0.0
1995;N656FE;0.0
1995;N657FE;0.0
1995;N658FE;0.0
1995;N659FE;0.0
1995;N720FX;0.0
1995;N721FX;0.0
1995;N703FX;0.0
1995;N705FX;0.0
1995;N706FX;0.0
1995;N707FX;0.0
1995;N709FX;0.0
1995;N710FX;0.0
1995;N711FX;0.0
1995;N712FX;0.0
1995;N713FX;0.0
1995;N715FX;0.0
1995;N716FX;0.0
1995;N717FX;0.0
1995;N718FX;0.0
1995;N719FX;0.0
1995;N722FX;0.0
1995;N723FX;0.0
1995;N724FX;0.0
1995;N725FX;0.0
1995;N726FX;0.0
1995;N727FX;0.0
1995;N728FX;0.0
1995;N729FX;0.0
1995;N730FX;0.0
1995;N731FX;0.0
1995;N740FX;0.0
1995;N741FX;0.0
1995;CFEXW;0.0
1995;N744FX;0.0
1995;N745FX;0.0
1995;N746FX;0.0
1995;N616FE;0.0
1995;N617FE;0.0
1995;N968FD;0.0
1995;N971FD;0.0
1995;N660FE;0.0
1995;N661FE;0.0
1995;N663FE;0.0
1995;N664FE;0.0
1995;N739DH;0.0
1995;N545JN;0.0
1995;N546JN;0.0
1995;N301KH;0.0
1995;N302KH;0.0
1995;N18112;169.0
1995;N13113;169.0
1995;N12114;169.0
1995;N14115;169.0
1995;N423UA;142.0
1995;N424UA;142.0
1995;N425UA;142.0
1995;N426UA;142.0
1995;N768UA;291.0
1995;N769UA;291.0
1995;N771UA;291.0
1995;N772UA;291.0
1995;N773UA;291.0
1995;N775UA;291.0
1995;N777UA;291.0
1995;N422UA;142.0
1995;N427UA;142.0
1995;N428UA;142.0
1995;N429UA;142.0
1996;N378AX;272.0
1996;N423AX;98.0
1996;N710ET;8.0
1996;N750EC;8.0
1996;N252UP;0.0
1996;N276UP;0.0
1996;N306UP;0.0
1996;N307UP;0.0
1996;N308UP;0.0
1996;N309UP;0.0
1996;N310UP;0.0
1996;N311UP;0.0
1996;N312UP;0.0
1996;N313UP;0.0
1996;N314UP;0.0
1996;N315UP;0.0
1996;N391UP;0.0
1996;N392UP;0.0
1996;N456UP;0.0
1996;N457UP;0.0
1996;N458UP;0.0
1996;N459UP;0.0
1996;N460UP;0.0
1996;N419MC;0.0
1996;N1327A;269.0
1996;N1399A;269.0
1996;N1409A;269.0
1996;N1427A;269.0
1996;N1499A;269.0
1996;N754CX;42.0
1996;N309GT;0.0
1996;N537US;199.0
1996;N538US;199.0
1996;N539US;199.0
1996;N540US;199.0
1996;N541US;199.0
1996;N542US;199.0
1996;N543US;199.0
1996;N544US;199.0
1996;N545US;199.0
1996;N546US;199.0
1996;N547US;199.0
1996;N548US;199.0
1996;N549US;199.0
1996;N702TW;168.0
1996;N703TW;168.0
1996;N187DN;226.0
1996;N188DN;226.0
1996;N912DN;158.0
1996;N913DN;158.0
1996;N914DN;158.0
1996;N915DN;158.0
1996;N916DN;158.0
1996;N917DN;158.0
1996;N918DH;158.0
1996;N929DN;158.0
1996;N930DN;158.0
1996;N934DN;158.0
1996;N935DN;158.0
1996;N936DN;158.0
1996;N308EV;160.0
1996;N309EV;160.0
1996;N311EV;160.0
1996;N312EV;160.0
1996;N947DN;158.0
1996;N953DN;158.0
1996;N954DN;158.0
1996;N662FE;0.0
1996;N667FE;0.0
1996;N668FE;0.0
1996;N669FE;0.0
1996;N747FX;0.0
1996;N748FX;0.0
1996;CFEXF;0.0
1996;N750FX;0.0
1996;N751FX;0.0
1996;N752FX;0.0
1996;N753FX;0.0
1996;N754FX;0.0
1996;N755FX;0.0
1996;N756FX;0.0
1996;CFEXO;0.0
1996;CFEXB;0.0
1996;N528FE;0.0
1996;N573FE;0.0
1996;N613FE;0.0
1996;N615FE;0.0
1996;N618FE;0.0
1996;N619FE;0.0
1996;N624FE;0.0
1996;N625FE;0.0
1996;N628FE;0.0
1996;N797FD;0.0
1996;N798FD;0.0
1996;N799FD;0.0
