MANUFACTURE_YEAR;TAIL_NUM;NUMBER_OF_SEATS
2017;N331DN;191.0
2017;N332DN;191.0
2017;N333DX;191.0
2017;N334DN;191.0
2017;N830NW;293.0
2017;N831NW;293.0
2017;N501DN;306.0
2017;N502DN;306.0
2017;N503DN;306.0
2017;N504DN;306.0
2017;N505DN;306.0
2017;N506DN;306.0
2017;N716FR;230.0
2017;N717FR;230.0
2017;N307FR;186.0
2017;N718FR;230.0
2017;N308FR;186.0
2017;N309FR;186.0
2017;N310FR;186.0
2017;N311FR;186.0
2017;N719FR;230.0
2017;N313FR;186.0
2017;N316FR;186.0
2017;N312FR;186.0
2017;N317FR;186.0
2017;N318FR;186.0
2017;N322FR;186.0
2017;N323FR;186.0
2017;N324FR;186.0
2017;N720FR;230.0
2017;N721FR;230.0
2017;N1FE;0.0
2017;N151FE;0.0
2017;N152FE;0.0
2017;N153FE;0.0
2017;N149FE;0.0
2017;N150FE;0.0
2017;N146FE;0.0
2017;N147FE;0.0
2017;N148FE;0.0
2017;N144FE;0.0
2017;N145FE;0.0
2017;N878FD;0.0
2017;N888FD;0.0
2017;N897FD;0.0
2017;N246NV;186.0
2017;N247NV;186.0
2017;N248NV;186.0
2017;N249NV;186.0
2017;N250NV;186.0
2017;N251NV;186.0
2017;N252NV;186.0
2017;N253NV;186.0
2017;N254NV;186.0
2017;N255NV;186.0
2017;N202HA;189.0
2017;N204HA;189.0
2017;N248NN;76.0
2017;N249NN;76.0
2017;N250NN;76.0
2017;N251NN;76.0
2017;N252NN;76.0
2017;N253NN;76.0
2017;N254NN;76.0
2017;N255NN;76.0
2017;N256NN;76.0
2017;N257NN;76.0
2017;N258NN;76.0
2017;N259NN;76.0
2017;N260NN;76.0
2017;N261NN;76.0
2017;N262NN;76.0
2017;N263NN;76.0
2017;N672NK;228.0
2017;N673NK;228.0
2017;N674NK;228.0
2017;N647NK;182.0
2017;N648NK;182.0
2017;N675NK;228.0
2017;N649NK;182.0
2017;N676NK;228.0
2017;N677NK;228.0
2017;N650NK;182.0
2017;N678NK;228.0
2017;N679NK;228.0
2017;N680NK;228.0
2017;N681NK;228.0
2017;N651NK;182.0
2017;N682NK;228.0
2017;N652NK;182.0
2017;N913NK;182.0
2017;N867AS;50.0
2017;N876AS;50.0
2017;N877AS;50.0
2017;N187SY;76.0
2017;N188SY;76.0
2017;N189SY;76.0
2017;N191SY;76.0
2017;N192SY;76.0
2017;N193SY;76.0
2017;N194SY;76.0
2017;N195SY;76.0
2017;N205SY;76.0
2017;N206SY;76.0
2017;N207SY;76.0
2017;N208SY;76.0
2017;N209SY;76.0
2017;N211SY;76.0
2017;N213SY;76.0
2017;N256SY;76.0
2017;N257SY;76.0
2017;N258SY;76.0
2017;N259SY;76.0
2017;N260SY;76.0
2017;N261SY;76.0
2017;N620QX;76.0
2017;N622QX;76.0
2017;N623QX;76.0
2017;N624QX;76.0
2017;N625QX;76.0
2017;N626QX;76.0
2017;N627QX;76.0
2017;N628QX;76.0
2017;N629QX;76.0
2017;N630QX;76.0
2017;N77539;154.0
2017;N78540;154.0
2017;N79541;154.0
2017;N77542;154.0
2017;N15969;219.0
2017;N26970;219.0
2017;N29971;219.0
2017;N91007;337.0
2017;N2333U;276.0
2017;N2135U;276.0
2017;N2534U;276.0
2017;N2136U;276.0
2017;N2140U;276.0
2017;N2639U;276.0
2017;N2737U;276.0
2017;N2142U;276.0
2017;N2341U;276.0
2017;N2138U;276.0
2017;N2243U;276.0
2017;N2644U;276.0
2018;N8559Q;175.0
2018;N8560Z;175.0
2018;N8561Z;175.0
2018;N8562Z;175.0
2018;N8563Z;175.0
2018;N8565Z;175.0
2018;N8564Z;175.0
2018;N8566Z;175.0
2018;N8567Z;175.0
2018;N8717M;175.0
2018;N8568Z;175.0
2018;N8569Z;175.0
2018;N8718Q;175.0
2018;N8570W;175.0
2018;N8571Z;175.0
2018;N8572X;175.0
2018;N8573Z;175.0
2018;N8575Z;175.0
2018;N8574Z;175.0
2018;N8577Z;175.0
2018;N8576Z;175.0
2018;N8578Q;175.0
2018;N8579Z;175.0
2018;N8580Z;175.0
2018;N8719Q;175.0
2018;N8720L;175.0
2018;N8581Z;175.0
2018;N8584Z;175.0
2018;N8721J;175.0
2018;N8726H;175.0
2018;N8582Z;175.0
2018;N8727M;175.0
2018;N8702L;175.0
2018;N8722L;175.0
2018;N8583Z;175.0
2018;N8723Q;175.0
2018;N8724J;175.0
2018;N8725L;175.0
2018;N8731J;175.0
2018;N8730Q;175.0
2018;N8728Q;175.0
2018;N8732S;175.0
2018;N8729H;175.0
2018;N667JD;13.0
2018;N700MK;16.0
2018;N608UP;0.0
2018;N609UP;0.0
2018;N610UP;0.0
2018;N611UP;0.0
2018;N612UP;0.0
2018;N613UP;0.0
2018;N316RK;172.0
2018;N321RL;172.0
2018;N323RM;172.0
2018;N324RN;172.0
2018;N326RP;172.0
2018;N328RR;172.0
2018;N335RT;172.0
2018;N336RU;172.0
2018;N338RS;172.0
2018;N341RW;172.0
2018;N350RV;172.0
2018;N835AN;285.0
2018;N836AA;285.0
2018;N837AN;285.0
2018;N838AA;285.0
2018;N839AA;285.0
2018;N303RE;172.0
2018;N303RG;172.0
2018;N310RF;172.0
2018;N314RH;172.0
2018;N315RJ;172.0
2018;N834AA;285.0
2018;N287AK;181.0
2018;N288AK;181.0
2018;N285AK;181.0
2018;N290AK;181.0
2018;N292AK;181.0
2018;N293AK;181.0
2018;N294AK;181.0
2018;N296AK;181.0
2018;N924VA;185.0
2018;N926VA;185.0
2018;N927VA;185.0
2018;N928VA;185.0
2018;N993JE;159.0
2018;N992JB;159.0
2018;N994JL;200.0
2018;N995JL;200.0
2018;N996JL;200.0
2018;N997JL;200.0
2018;N998JE;200.0
2018;N999JQ;200.0
2018;N973JT;200.0
2018;N977JE;159.0
2018;N890DN;180.0
2018;N891DN;180.0
2018;N892DN;180.0
2018;N893DN;180.0
2018;N894DN;180.0
2018;N895DN;180.0
2018;N896DN;180.0
2018;N897DN;180.0
2018;N898DN;180.0
2018;N899DN;180.0
2018;N900DU;180.0
2018;N901DN;180.0
2018;N902DN;180.0
2018;N903DN;180.0
2018;N904DN;180.0
2018;N905DN;180.0
2018;N906DN;180.0
2018;N907DN;180.0
2018;N908DN;180.0
2018;N909DN;180.0
2018;N910DU;180.0
2018;N911DQ;180.0
2018;N912DU;180.0
2018;N913DU;180.0
2018;N101DU;109.0
2018;N102DU;109.0
2018;N103DU;109.0
2018;N104DU;109.0
2018;N335DN;191.0
2018;N336DX;191.0
2018;N337DN;191.0
2018;N338DN;191.0
2018;N339DN;191.0
2018;N340DN;191.0
2018;N341DN;191.0
2018;N342DN;191.0
2018;N343DN;191.0
2018;N344DN;191.0
2018;N345DN;191.0
2018;N346DN;191.0
2018;N347DN;191.0
2018;N348DN;191.0
2018;N349DX;191.0
2018;N350DN;191.0
2018;N351DN;191.0
2018;N352DN;191.0
2018;N353DN;191.0
2018;N354DN;191.0
2018;N355DN;191.0
2018;N356DN;191.0
2018;N357DN;191.0
2018;N358DN;191.0
2018;N359DN;191.0
2018;N360DN;191.0
2018;N361DN;191.0
2018;N362DN;191.0
2018;N363DN;191.0
2018;N364DX;191.0
2018;N365DN;191.0
2018;N507DN;306.0
2018;N508DN;306.0
2018;N509DN;306.0
2018;N510DN;306.0
2018;N511DN;306.0
2018;N326FR;186.0
2018;N328FR;186.0
2018;N329FR;186.0
2018;N330FR;186.0
2018;N331FR;186.0
2018;N334FR;186.0
2018;N332FR;186.0
2018;N335FR;186.0
2018;N336FR;186.0
2018;N338FR;186.0
2018;N337FR;186.0
2018;N341FR;186.0
2018;N339FR;186.0
2018;N342FR;186.0
2018;N722FR;230.0
2018;N723FR;230.0
2018;N343FR;186.0
2018;N344FR;186.0
2018;N2FE;0.0
2018;N159FE;0.0
2018;N154FE;0.0
2018;N155FE;0.0
2018;N156FE;0.0
2018;N157FE;0.0
2018;N158FE;0.0
2018;N160FE;0.0
2018;N161FE;0.0
2018;N162FE;0.0
2018;N163FE;0.0
2018;N164FE;0.0
2018;N165FE;0.0
2018;N166FE;0.0
2018;N167FE;0.0
2018;N168FE;0.0
2018;N169FE;0.0
2018;N170FE;0.0
2018;N877FD;0.0
2018;N879FD;0.0
2018;N891FD;0.0
2018;N256NV;186.0
2018;N257NV;186.0
2018;N205HA;189.0
2018;N209HA;189.0
2018;N212HA;189.0
2018;N215HA;189.0
2018;N214HA;189.0
2018;N213HA;189.0
2018;N216HA;189.0
2018;N208HA;189.0
2018;N217HA;189.0
2018;N218HA;189.0
2018;N264NN;76.0
2018;N265NN;76.0
2018;N266NN;76.0
2018;N267NN;76.0
2018;N268NN;76.0
2018;N653NK;182.0
2018;N654NK;182.0
2018;N655NK;182.0
2018;N684NK;228.0
2018;N683NK;228.0
2018;N685NK;228.0
2018;N686NK;228.0
2018;N687NK;228.0
2018;N656NK;182.0
2018;N690NK;182.0
2018;N692NK;182.0
2018;N691NK;182.0
2018;N693NK;182.0
2018;N694NK;182.0
2018;N908NK;182.0
2018;N910NK;182.0
2018;N912NK;182.0
2018;N915NK;182.0
2018;N906NK;182.0
2018;N196SY;76.0
2018;N197SY;76.0
2018;N262SY;70.0
2018;N263SY;70.0
2018;N264SY;70.0
2018;N265SY;70.0
2018;N267SY;70.0
2018;N198SY;76.0
2018;N268SY;70.0
2018;N269SY;70.0
2018;N271SY;70.0
2018;N199SY;76.0
2018;N400SY;76.0
2018;N402SY;76.0
2018;N270SY;70.0
2018;N272SY;70.0
2018;N273SY;70.0
2018;N274SY;70.0
2018;N275SY;70.0
2018;N276SY;70.0
2018;N403SY;70.0
2018;N404SY;70.0
2018;N277SY;70.0
2018;N278SY;70.0
2018;N405SY;70.0
2018;N279SY;70.0
2018;N280SY;70.0
2018;N281SY;70.0
2018;N282SY;70.0
2018;N283SY;70.0
2018;N284SY;70.0
2018;N285SY;70.0
2018;N286SY;70.0
2018;N287SY;70.0
2018;N288SY;70.0
2018;N289SY;70.0
2018;N290SY;70.0
2018;N291SY;70.0
2018;N292SY;70.0
2018;N293SY;70.0
2018;N294SY;70.0
2018;N295SY;70.0
2018;N296SY;70.0
2018;N297SY;70.0
2018;N298SY;70.0
2018;N299SY;70.0
2018;N300SY;70.0
2018;N301SY;70.0
2018;N302SY;70.0
2018;N826SK;70.0
2018;N827SK;70.0
2018;N829SK;70.0
2018;N830SK;70.0
2018;N831SK;70.0
2018;N631QX;76.0
2018;N632QX;76.0
2018;N633QX;76.0
2018;N634QX;76.0
2018;N635QX;76.0
2018;N636QX;76.0
2018;N637QX;76.0
2018;N638QX;76.0
2018;N639QX;76.0
2018;N641QX;76.0
2018;N642QX;76.0
2018;N643QX;76.0
2018;N644QX;76.0
2018;N645QX;76.0
2018;N646QX;76.0
2018;N647QX;76.0
2018;N27503;179.0
2018;N27509;179.0
2018;N27511;179.0
2018;N37502;179.0
2018;N37504;179.0
2018;N37506;179.0
2018;N37507;179.0
2018;N37508;179.0
2018;N47505;179.0
2018;N67501;179.0
2018;N24972;219.0
2018;N24973;219.0
2018;N24974;219.0
2018;N12003;337.0
2018;N14001;337.0
2018;N17002;337.0
2018;N2645U;276.0
2018;N2747U;276.0
2018;N2748U;276.0
2018;N2846U;276.0
2019;N8733M;175.0
2019;N8734Q;175.0
2019;N8735L;175.0
2019;N365UP;0.0
2019;N366UP;0.0
2019;N367UP;0.0
2019;N368UP;0.0
2019;N369UP;0.0
2019;N614UP;0.0
2019;N615UP;0.0
2019;N616UP;0.0
2019;N617UP;0.0
2019;N618UP;0.0
2019;N478PX;76.0
2019;N479PX;76.0
2019;N705GT;0.0
2019;N706GT;0.0
2019;N302SA;172.0
2019;N313SB;172.0
2019;N342RX;172.0
2019;N343RY;172.0
2019;N400AN;196.0
2019;N401AN;196.0
2019;N402AN;196.0
2019;N403AN;196.0
2019;N404AN;196.0
2019;N405AN;196.0
2019;N406AN;196.0
2019;N407AN;196.0
2019;N409AA;196.0
2019;N410AN;196.0
2019;N408AN;196.0
2019;N412UW;196.0
2019;N840AN;285.0
2019;N841AN;285.0
2019;N215AK;181.0
2019;N297AK;181.0
2019;N214AK;181.0
2019;N298AK;181.0
2019;N929VA;185.0
2019;N930VA;185.0
2019;N2002J;200.0
2019;N2016J;200.0
2019;N2029J;200.0
2019;N2017J;200.0
2019;N2038J;200.0
2019;N2027J;200.0
2019;N914DU;180.0
2019;N915DU;180.0
2019;N916DU;180.0
2019;N917DU;180.0
2019;N918DU;180.0
2019;N919DU;180.0
2019;N920DU;180.0
2019;N921DU;180.0
2019;N922DZ;180.0
2019;N923DZ;180.0
2019;N924DZ;180.0
2019;N925DZ;180.0
2019;N926DZ;180.0
2019;N927DZ;180.0
2019;N928DU;180.0
2019;N929DZ;180.0
2019;N930DZ;180.0
2019;N105DU;109.0
2019;N106DU;109.0
2019;N107DU;109.0
2019;N108DQ;109.0
2019;N109DU;109.0
2019;N110DU;109.0
2019;N111NG;109.0
2019;N112DU;109.0
2019;N113DQ;109.0
2019;N114DU;109.0
2019;N115DU;109.0
2019;N116DU;109.0
2019;N117DU;109.0
2019;N118DU;109.0
2019;N119DU;109.0
2019;N120DU;109.0
2019;N121DU;109.0
2019;N122DU;109.0
2019;N123DQ;109.0
2019;N124DU;109.0
2019;N125DU;109.0
2019;N126DU;109.0
2019;N127DU;109.0
2019;N128DU;109.0
2019;N366DX;191.0
2019;N367DN;191.0
2019;N368DN;191.0
2019;N369DN;191.0
2019;N370DN;191.0
2019;N371DN;191.0
2019;N372DN;191.0
2019;N373DX;191.0
2019;N374DX;191.0
2019;N375DN;191.0
2019;N376DN;191.0
2019;N377DN;191.0
2019;N378DN;191.0
2019;N379DN;191.0
2019;N380DN;191.0
2019;N381DZ;191.0
2019;N382DN;191.0
2019;N383DZ;191.0
2019;N384DN;191.0
2019;N385DZ;191.0
2019;N386DN;191.0
2019;N387DN;191.0
2019;N388DN;191.0
2019;N390DN;191.0
2019;N391DN;191.0
2019;N392DN;191.0
2019;N393DN;191.0
2019;N394DX;191.0
2019;N395DZ;191.0
2019;N396DN;191.0
2019;N397DN;191.0
2019;N401DZ;281.0
2019;N402DX;281.0
2019;N403DX;281.0
2019;N404DX;281.0
2019;N512DN;306.0
2019;N513DZ;306.0
2019;N601UX;70.0
2019;N602UX;70.0
2019;N603UX;70.0
2019;N604UX;70.0
2019;N606UX;70.0
2019;N607UX;70.0
2019;N608UX;70.0
2019;N609UX;70.0
2019;N610UX;70.0
2019;N611UX;70.0
2019;N612UX;70.0
2019;N613UX;70.0
2019;N614UX;70.0
2019;N615UX;70.0
2019;N616UX;70.0
2019;N617UX;70.0
2019;N618UX;70.0
2019;N619UX;70.0
2019;N620UX;70.0
2019;N621UX;70.0
2019;N622UX;70.0
2019;N623UX;70.0
2019;N624UX;70.0
2019;N625UX;70.0
2019;N346FR;186.0
2019;N349FR;186.0
2019;N347FR;186.0
2019;N348FR;186.0
2019;N350FR;186.0
2019;N351FR;186.0
2019;N352FR;186.0
2019;N353FR;186.0
2019;N354FR;186.0
2019;N356FR;186.0
2019;N358FR;186.0
2019;N359FR;186.0
2019;N360FR;186.0
2019;N361FR;186.0
2019;N362FR;186.0
2019;N363FR;186.0
2019;N364FR;186.0
2019;N365FR;186.0
2019;N180FE;0.0
2019;N136FE;0.0
2019;N182FE;0.0
2019;N176FE;0.0
2019;N178FE;0.0
2019;N119FE;0.0
2019;N179FE;0.0
2019;N181FE;0.0
2019;N296FE;0.0
2019;N175FE;0.0
2019;N177FE;0.0
2019;N172FE;0.0
2019;N105FE;0.0
2019;N173FE;0.0
2019;N174FE;0.0
2019;N894FD;0.0
2019;N865FD;0.0
2019;N893FD;0.0
2019;N866FD;0.0
2019;N860FD;0.0
2019;N876FD;0.0
2019;N896FD;0.0
2019;N276NV;186.0
2019;N220HA;189.0
2019;N223HA;189.0
2019;N226HA;189.0
2019;N227HA;189.0
2019;N228HA;189.0
2019;N269NN;76.0
2019;N270NN;76.0
2019;N271NN;76.0
2019;N272NN;76.0
2019;N273NN;76.0
2019;N274NN;76.0
2019;N275NN;76.0
2019;N276NN;76.0
2019;N277NN;76.0
2019;N278NN;76.0
2019;N279MQ;76.0
2019;N280NN;76.0
2019;N281NN;76.0
2019;N282NN;76.0
2019;N283NN;76.0
2019;N284JN;76.0
2019;N285NN;76.0
2019;N286NN;76.0
2019;N287NN;76.0
2019;N288NN;76.0
2019;N289MW;76.0
2019;N907NK;182.0
2019;N695NK;182.0
2019;N696NK;182.0
2019;N916NK;182.0
2019;N918NK;182.0
2019;N917NK;182.0
2019;N921NK;182.0
2019;N919NK;182.0
2019;N920NK;182.0
2019;N923NK;182.0
2019;N922NK;182.0
2019;N601EN;90.0
2019;N603NN;90.0
2019;N602NN;90.0
2019;N604NN;90.0
2019;N605NN;90.0
2019;N606NN;90.0
2019;N607NN;90.0
2019;N608NN;90.0
2019;N609NN;90.0
2019;N610NN;90.0
2019;N612NN;90.0
2019;N611NN;90.0
2019;N832SK;76.0
2019;N833SK;76.0
2019;N834SK;76.0
2019;N836SK;76.0
2019;N837SK;76.0
2019;N838SK;76.0
2019;N839SK;76.0
2019;N648QX;76.0
2019;N649QX;76.0
2019;N650QX;76.0
2019;N651QX;76.0
2019;N37510;179.0
2019;N37513;179.0
2019;N47512;179.0
2019;N12004;337.0
2019;N12005;337.0
2019;N12006;337.0
2019;N14011;337.0
2019;N16008;337.0
2019;N16009;337.0
2019;N2250U;276.0
2019;N2749U;276.0
