origin_airport_id
10874
11233
13360
15008
11638
14150
15323
14814
12007
11337
13342
15070
13244
12280
15096
11641
13832
10268
10397
15041
10529
12119
11537
11092
10581
13829
15389
10140
12389
11648
15023
11982
10967
11525
10792
14259
11637
10466
10599
10208
15841
14831
12898
13241
13367
11481
14108
13931
13873
10157
10245
11146
13277
11292
11109
13459
11775
16218
14698
14252
13256
13139
12250
11259
11468
14952
12402
14574
11996
11977
11867
11203
11995
15016
10747
14905
12012
14783
14730
10431
10434
16869
10408
12264
11618
15304
13577
12954
11624
13541
13422
14057
13232
10800
14689
12391
10868
14711
10257
11067
10562
11695
13796
14109
13970
14193
11076
14092
11122
11288
11308
10754
12884
15376
14588
11884
12915
13851
14843
11603
14457
12206
11252
11905
15412
14120
11980
14025
11150
14709
15897
14107
14006
14747
12902
13061
12016
14794
11921
10731
14828
12889
12441
14802
13230
10631
14492
10141
13204
12992
13184
10643
10333
12255
14487
12129
10551
13871
14256
11066
13377
13487
10627
12335
14633
11274
14543
10299
10158
12951
14004
12544
10739
10165
13964
14314
10990
14812
12339
10561
10146
12451
15991
11423
15401
11587
14520
11042
10185
11278
14534
14100
14321
11111
15024
12917
12124
12523
10821
10721
11630
10170
12448
12953
10918
15356
13344
10676
10926
14307
14635
12156
12244
10666
11612
13476
13029
11267
15411
14986
11471
12758
14576
10155
13486
14716
13296
11283
10732
12266
12892
11003
12094
14685
13158
13121
11540
14877
12217
11697
10372
13264
10469
11336
14683
14112
13502
14524
15027
11973
12173
10361
13388
13891
10577
11433
13290
11298
14771
11577
11140
11057
15048
14960
15295
11865
14893
11049
13495
11953
12223
14254
11823
15380
11447
12003
14489
14908
11986
14082
12191
14113
12891
15249
12819
14570
12323
14679
12343
13076
11503
11617
10728
10785
14869
14027
14674
12197
14696
13485
10781
10849
14955
13433
15074
13127
11013
14122
10154
10980
14098
12982
14512
12278
15919
12478
13830
13933
13930
11997
11027
15582
11721
12896
10279
11778
12888
14262
11415
10685
14842
14761
11193
12265
14288
10713
12397
15624
10994
10409
12519
10136
15607
14237
10779
11898
11413
13983
10558
10620
14222
13198
10423
11097
15454
15370
12899
10135
12177
13303
13795
10693
12945
12511
